rank,username,user_slug,country_code,country_name,score,finish_time,data_region,contest_id,problem_4042_date,problem_4042_fail_count,problem_4042_lang,problem_4042_submission_id,problem_4069_date,problem_4069_fail_count,problem_4069_lang,problem_4069_submission_id,problem_4073_date,problem_4073_fail_count,problem_4073_lang,problem_4073_submission_id,problem_4084_date,problem_4084_fail_count,problem_4084_lang,problem_4084_submission_id
0,8rRuZi1rZY,8rRuZi1rZY,,,20,1761402828,US,1220,1761402794.0,0.0,cpp,1811247714.0,1761402828.0,0.0,cpp,1811248335.0,1761402769.0,0.0,cpp,1811247254.0,1761402732.0,0.0,cpp,1811246658.0
1,shivamsjsjsjsjsjsjsjsjsjsjsj,shivamsjsjsjsjsjsjsjsjsjsjsj,,,20,1761402833,US,1220,1761402823.0,0.0,cpp,1811248246.0,1761402833.0,0.0,cpp,1811248455.0,1761402811.0,0.0,cpp,1811248019.0,1761402763.0,0.0,cpp,1811247149.0
2,Lily_mills,Lily_mills,CN,China,20,1761402964,US,1220,1761402872.0,0.0,golang,1811249263.0,1761402845.0,0.0,golang,1811248671.0,1761402934.0,0.0,golang,1811250841.0,1761402964.0,0.0,golang,1811251632.0
3,pookiecoder,pookiecoder26,,,20,1761403050,US,1220,1761402979.0,0.0,cpp,1811252013.0,1761403050.0,0.0,cpp,1811254065.0,1761402792.0,0.0,cpp,1811247665.0,1761402868.0,0.0,cpp,1811249203.0
4,curr_prev,curr_prev,,,20,1761403084,US,1220,1761402860.0,0.0,cpp,1811249005.0,1761403084.0,0.0,cpp,1811255044.0,1761402709.0,0.0,cpp,1811246337.0,1761402873.0,0.0,cpp,1811249295.0
5,Stressed Visvesvaraya,ama2ing-kilbyvyl,,,20,1761403113,CN,1264,1761402865.0,0.0,python3,673497538.0,1761403113.0,0.0,cpp,673498683.0,1761402967.0,0.0,python3,673497983.0,1761402698.0,0.0,python3,673496860.0
6,Siddique Irshad,Altair_45,CN,China,20,1761403177,US,1220,1761402860.0,0.0,python3,1811248990.0,1761403033.0,0.0,python3,1811253552.0,1761403177.0,0.0,python3,1811257716.0,1761402993.0,0.0,python3,1811252403.0
7,Naruto,Naruto_x,IN,India,20,1761403178,US,1220,1761403093.0,0.0,python3,1811255299.0,1761403060.0,0.0,python3,1811254368.0,1761403178.0,0.0,python3,1811257746.0,1761403159.0,0.0,python3,1811257168.0
8,W0HPxvo1To,W0HPxvo1To,,,20,1761403226,US,1220,1761403005.0,0.0,cpp,1811252775.0,1761403226.0,0.0,cpp,1811259203.0,1761402945.0,0.0,cpp,1811251121.0,1761402902.0,0.0,cpp,1811250005.0
9,kookiee1201,kookiee1201,,,20,1761403234,US,1220,1761402866.0,1.0,python,1811249141.0,1761402934.0,0.0,python,1811250822.0,1761402675.0,0.0,python,1811245877.0,1761402716.0,0.0,python,1811246432.0
10,牧瀬 紅莉栖,lucifer1006,,美国,20,1761403259,CN,1264,1761403054.0,0.0,python3,673498424.0,1761403259.0,0.0,python3,673499316.0,1761402681.0,0.0,python3,673496796.0,1761402862.0,0.0,python3,673497523.0
11,pku_erutan,pku_erutan,,中国,20,1761403275,CN,1264,1761403090.0,0.0,python3,673498574.0,1761403275.0,0.0,python3,673499395.0,1761402739.0,0.0,python3,673497017.0,1761402892.0,0.0,python3,673497654.0
12,rahulsatav5062,rahulsatav5062,,,20,1761403281,US,1220,1761402921.0,1.0,java,1811250485.0,1761402981.0,0.0,java,1811252058.0,1761402648.0,0.0,java,1811245516.0,1761402725.0,0.0,java,1811246557.0
13,Kude,Kude,JP,Japan,20,1761403293,US,1220,1761403069.0,0.0,cpp,1811254619.0,1761403293.0,0.0,cpp,1811261337.0,1761402726.0,0.0,cpp,1811246575.0,1761402837.0,0.0,cpp,1811248533.0
14,Mason Carter,gao-jian-bin,,,20,1761403308,US,1220,1761403288.0,0.0,cpp,1811261183.0,1761403284.0,0.0,cpp,1811261016.0,1761403308.0,0.0,cpp,1811261810.0,1761403298.0,0.0,cpp,1811261507.0
15,Mssss,manish_217023,IN,India,20,1761403309,US,1220,1761402950.0,1.0,cpp,1811251251.0,1761403009.0,0.0,cpp,1811252881.0,1761402704.0,0.0,cpp,1811246259.0,1761402760.0,0.0,cpp,1811247097.0
16,Chamanpreet Singh,Algo-Messihas,IN,India,20,1761403322,US,1220,1761403101.0,0.0,cpp,1811255510.0,1761403322.0,0.0,cpp,1811262232.0,1761402775.0,0.0,cpp,1811247364.0,1761402931.0,0.0,cpp,1811250739.0
17,Hanifa Septhi,hanifasepthi,ID,Indonesia,20,1761403324,US,1220,1761403122.0,0.0,cpp,1811256115.0,1761403324.0,0.0,cpp,1811262288.0,1761402729.0,0.0,cpp,1811246609.0,1761402910.0,0.0,cpp,1811250204.0
18,kzyKT,kzyKT,JP,Japan,20,1761403339,US,1220,1761403127.0,0.0,cpp,1811256245.0,1761403339.0,0.0,cpp,1811262776.0,1761402737.0,0.0,cpp,1811246713.0,1761402868.0,0.0,cpp,1811249192.0
19,leetgoat_dot_dev,leetgoat_dot_dev,US,United States,20,1761403348,US,1220,1761403252.0,0.0,python3,1811260001.0,1761403348.0,0.0,python3,1811263033.0,1761402795.0,0.0,python3,1811247725.0,1761402918.0,0.0,python3,1811250403.0
20,khalwsh,khaledlabeb552,,,20,1761403358,US,1220,1761403122.0,0.0,cpp,1811256091.0,1761403358.0,0.0,cpp,1811263332.0,1761402711.0,0.0,cpp,1811246367.0,1761402828.0,0.0,cpp,1811248333.0
21,shukla,wFNFId9Vjq,,,20,1761403365,US,1220,1761403230.0,0.0,cpp,1811259342.0,1761403365.0,0.0,cpp,1811263553.0,1761402872.0,0.0,cpp,1811249261.0,1761403043.0,0.0,cpp,1811253831.0
22,Harshvardhan Tiwari,harshh9,IN,India,20,1761403368,US,1220,1761402991.0,1.0,cpp,1811252347.0,1761403068.0,0.0,cpp,1811254603.0,1761402750.0,0.0,cpp,1811246920.0,1761402842.0,0.0,cpp,1811248625.0
23,Bhawna_Pannu,bhawnapannu2706,IN,India,20,1761403386,US,1220,1761403210.0,0.0,java,1811258743.0,1761403386.0,0.0,java,1811264214.0,1761402785.0,0.0,java,1811247535.0,1761402955.0,0.0,java,1811251391.0
24,流放之魂,hopeful-gaussgrf,,,20,1761403397,CN,1264,1761403227.0,0.0,python3,673499167.0,1761403397.0,0.0,python3,673499929.0,1761402780.0,0.0,python3,673497197.0,1761402967.0,0.0,python3,673497985.0
25,Harsh_Bajpai,Harsh2615,IN,India,20,1761403424,US,1220,1761403240.0,0.0,rust,1811259618.0,1761403424.0,0.0,rust,1811265424.0,1761402772.0,0.0,rust,1811247301.0,1761402915.0,0.0,rust,1811250332.0
26,kmjp,kmjp,,,20,1761403425,US,1220,1761403296.0,0.0,cpp,1811261423.0,1761403425.0,0.0,cpp,1811265447.0,1761402758.0,0.0,cpp,1811247078.0,1761402883.0,0.0,cpp,1811249539.0
27,the_og1900,the_og1900,,,20,1761403437,US,1220,1761403319.0,0.0,cpp,1811262135.0,1761403148.0,0.0,cpp,1811256865.0,1761403019.0,0.0,python3,1811253155.0,1761403437.0,0.0,cpp,1811265801.0
28,Milesian,milesian-c,,中国,20,1761403446,CN,1264,1761403214.0,0.0,cpp,673499124.0,1761403446.0,0.0,cpp,673500144.0,1761402779.0,0.0,cpp,673497194.0,1761402918.0,0.0,cpp,673497765.0
29,w285714,w285714,,中国,20,1761403447,CN,1264,1761403281.0,0.0,cpp,673499415.0,1761403447.0,0.0,cpp,673500149.0,1761402769.0,0.0,cpp,673497144.0,1761403003.0,0.0,cpp,673498179.0
30,thor_77,thor_77,,,20,1761403458,US,1220,1761403458.0,0.0,cpp,1811266440.0,1761403371.0,0.0,cpp,1811263745.0,1761402671.0,0.0,cpp,1811245829.0,1761402746.0,0.0,cpp,1811246877.0
31,krism,krism,,,20,1761403465,CN,1264,1761403257.0,0.0,python3,673499306.0,1761403465.0,0.0,python3,673500231.0,1761402680.0,0.0,python3,673496789.0,1761402971.0,0.0,python3,673498012.0
32,SaiRoshini_M,SaiRoshini_M,,,20,1761403474,US,1220,1761402823.0,2.0,python3,1811248247.0,1761402874.0,0.0,python3,1811249315.0,1761402673.0,0.0,python3,1811245857.0,1761402703.0,0.0,python3,1811246242.0
33,Alex Wice,awice,TH,Thailand,20,1761403476,US,1220,1761403116.0,0.0,python3,1811255925.0,1761403476.0,0.0,python3,1811267020.0,1761402877.0,0.0,python3,1811249411.0,1761402958.0,0.0,python3,1811251470.0
34,AgneyK,AgneyK,,,20,1761403489,US,1220,1761403221.0,0.0,cpp,1811259058.0,1761403489.0,0.0,cpp,1811267444.0,1761402748.0,0.0,cpp,1811246900.0,1761402951.0,0.0,cpp,1811251274.0
35,shnirelman,shnirelman,,,20,1761403498,US,1220,1761403192.0,0.0,cpp,1811258179.0,1761403498.0,0.0,cpp,1811267726.0,1761402781.0,0.0,cpp,1811247474.0,1761402959.0,0.0,cpp,1811251498.0
36,Aoxiang Cui,cuiaoxiang,CN,China,20,1761403513,US,1220,1761403293.0,0.0,cpp,1811261357.0,1761403513.0,0.0,cpp,1811268183.0,1761402790.0,0.0,cpp,1811247628.0,1761402960.0,0.0,cpp,1811251525.0
37,Nguyen Quang Long,mbfibat,VN,Vietnam,20,1761403514,US,1220,1761403514.0,0.0,cpp,1811268216.0,1761403288.0,0.0,cpp,1811261189.0,1761402754.0,0.0,cpp,1811246998.0,1761402948.0,0.0,cpp,1811251194.0
38,jojo,pk8pPojgum,,,20,1761403530,US,1220,1761403230.0,1.0,cpp,1811259338.0,1761402902.0,0.0,cpp,1811250004.0,1761402792.0,0.0,cpp,1811247673.0,1761402851.0,0.0,cpp,1811248793.0
39,dom27,dom27,,,20,1761403535,US,1220,1761403235.0,1.0,javascript,1811259462.0,1761403221.0,0.0,javascript,1811259078.0,1761403018.0,0.0,javascript,1811253115.0,1761403073.0,0.0,javascript,1811254744.0
40,void---,void---,,,20,1761403537,US,1220,1761403237.0,1.0,cpp,1811259532.0,1761403171.0,0.0,cpp,1811257532.0,1761402772.0,0.0,cpp,1811247306.0,1761403003.0,0.0,cpp,1811252704.0
41,Cranky 6agarinizJ,cranky-6agarinizj,,,20,1761403543,CN,1264,1761403512.0,0.0,python3,673500435.0,1761403495.0,0.0,python3,673500365.0,1761403543.0,0.0,python3,673500575.0,1761403530.0,0.0,python3,673500511.0
42,Axoryn,Axoryn,,,20,1761403555,US,1220,1761403349.0,0.0,csharp,1811263065.0,1761403555.0,0.0,csharp,1811269490.0,1761403071.0,0.0,csharp,1811254682.0,1761403214.0,0.0,csharp,1811258850.0
43,kashsuks,kashsuks,,,20,1761403561,US,1220,1761403561.0,0.0,python3,1811269679.0,1761403360.0,0.0,python3,1811263396.0,1761402729.0,0.0,python3,1811246615.0,1761402841.0,0.0,python3,1811248592.0
44,Manav_Mishra_108,Manav_Mishra_108,IN,India,20,1761403561,US,1220,1761403327.0,0.0,cpp,1811262417.0,1761403561.0,0.0,cpp,1811269703.0,1761402962.0,0.0,cpp,1811251595.0,1761403110.0,0.0,cpp,1811255757.0
45,Balakrishnan Varadarajan,balakrishnan_v,US,United States,20,1761403566,US,1220,1761403300.0,0.0,cpp,1811261563.0,1761402917.0,0.0,cpp,1811250391.0,1761403566.0,0.0,cpp,1811269847.0,1761403417.0,0.0,cpp,1811265207.0
46,LinkZelda,linkzelda-s,,,20,1761403572,CN,1264,1761403250.0,0.0,cpp,673499276.0,1761403572.0,0.0,cpp,673500722.0,1761402722.0,0.0,cpp,673496943.0,1761402863.0,0.0,cpp,673497532.0
47,ming1ing,ming1ning,,,20,1761403576,CN,1264,1761403260.0,0.0,java,673499317.0,1761403501.0,0.0,java,673500394.0,1761403066.0,0.0,java,673498477.0,1761403576.0,0.0,java,673500739.0
48,Dhruv Pasricha,pasricha_dhruv,IN,India,20,1761403585,US,1220,1761403585.0,0.0,cpp,1811270443.0,1761403237.0,0.0,cpp,1811259530.0,1761402766.0,0.0,cpp,1811247210.0,1761402892.0,0.0,cpp,1811249772.0
49,Arya Ejoumalai,aryaejoumalai,,,20,1761403596,US,1220,1761403138.0,0.0,java,1811256603.0,1761402976.0,0.0,java,1811251948.0,1761403596.0,0.0,java,1811270828.0,1761403515.0,0.0,java,1811268222.0
50,Amr Harb,Amrharb,EG,Egypt,20,1761403596,US,1220,1761403358.0,0.0,cpp,1811263329.0,1761403596.0,0.0,cpp,1811270833.0,1761402826.0,0.0,cpp,1811248318.0,1761403053.0,0.0,cpp,1811254153.0
51,TsReaper,tsreaper,,,20,1761403609,CN,1264,1761403123.0,0.0,cpp,673498721.0,1761403309.0,1.0,cpp,673499537.0,1761402709.0,0.0,cpp,673496903.0,1761402845.0,0.0,cpp,673497448.0
52,marekjumbojet,marekjumbojet,SK,Slovakia,20,1761403621,US,1220,1761403391.0,0.0,python3,1811264381.0,1761403621.0,0.0,python3,1811271646.0,1761402732.0,0.0,python3,1811246647.0,1761403118.0,0.0,python3,1811255967.0
53,ShifaMac,ShifaMac,,,20,1761403628,US,1220,1761403466.0,0.0,java,1811266740.0,1761403628.0,0.0,java,1811271834.0,1761403036.0,0.0,java,1811253647.0,1761403319.0,0.0,java,1811262151.0
54,Subhrajyoti Nayak,subhra_29,IN,India,20,1761403634,US,1220,1761403376.0,0.0,cpp,1811263917.0,1761403634.0,0.0,cpp,1811272040.0,1761402870.0,0.0,cpp,1811249234.0,1761403047.0,0.0,cpp,1811253947.0
55,rahulsamant37,rahul_samant_37,,,20,1761403635,US,1220,1761403265.0,0.0,python3,1811260458.0,1761403635.0,0.0,python3,1811272070.0,1761402903.0,0.0,python3,1811250026.0,1761403050.0,0.0,python3,1811254067.0
56,Maruzensky,Maruzensky,,,20,1761403641,US,1220,1761403341.0,0.0,python3,1811262826.0,1761403641.0,0.0,python3,1811272266.0,1761402788.0,0.0,python3,1811247599.0,1761403006.0,0.0,python3,1811252796.0
57,Gopher,gopher0727,,中国,20,1761403643,CN,1264,1761403484.0,0.0,python3,673500320.0,1761403643.0,0.0,python3,673501020.0,1761402747.0,0.0,python3,673497048.0,1761402954.0,0.0,python3,673497916.0
58,派大星,man-ray,,,20,1761403651,CN,1264,1761403236.0,0.0,java,673499211.0,1761402925.0,0.0,java,673497795.0,1761403651.0,0.0,java,673501054.0,1761403369.0,0.0,java,673499793.0
59,truongcongthanh2000,truongcongthanh2000,VN,Vietnam,20,1761403655,US,1220,1761403398.0,0.0,cpp,1811264630.0,1761403655.0,0.0,cpp,1811272669.0,1761402738.0,0.0,cpp,1811246726.0,1761402967.0,0.0,cpp,1811251705.0
60,Nimesh Goyal,nimeshgoyal,,,20,1761403663,US,1220,1761403474.0,0.0,cpp,1811266974.0,1761403663.0,0.0,cpp,1811272919.0,1761402789.0,0.0,cpp,1811247613.0,1761402986.0,0.0,cpp,1811252209.0
61,sudarsanamahanta,sudarsanamahanta,,,20,1761403663,US,1220,1761403424.0,0.0,cpp,1811265417.0,1761403484.0,0.0,cpp,1811267273.0,1761403618.0,0.0,cpp,1811271525.0,1761403663.0,0.0,cpp,1811272936.0
62,zfb是我儿,upbeat-dewdneysxp,,中国,20,1761403669,CN,1264,1761403657.0,0.0,cpp,673501086.0,1761403669.0,0.0,cpp,673501149.0,1761403634.0,0.0,cpp,673500977.0,1761403645.0,0.0,cpp,673501030.0
63,Thipparthi Vinay,vinaythipparthi,IN,India,20,1761403671,US,1220,1761403571.0,0.0,java,1811270005.0,1761403671.0,0.0,java,1811273204.0,1761403114.0,0.0,java,1811255857.0,1761403383.0,0.0,java,1811264131.0
64,可爱的小萝莉,serene-torvalds38a,,,20,1761403679,CN,1264,1761403679.0,0.0,cpp,673501193.0,1761403504.0,0.0,cpp,673500407.0,1761402753.0,0.0,cpp,673497084.0,1761402998.0,0.0,cpp,673498156.0
65,sriley_prime,sriley_prime,,,20,1761403685,US,1220,1761403385.0,1.0,python3,1811264196.0,1761403110.0,0.0,python3,1811255756.0,1761402740.0,0.0,python3,1811246773.0,1761402878.0,0.0,python3,1811249429.0
66,Aditya Mondal,MainFrameKuznetSov,IN,India,20,1761403687,US,1220,1761403394.0,0.0,cpp,1811264524.0,1761403687.0,0.0,cpp,1811273688.0,1761402819.0,0.0,cpp,1811248163.0,1761403053.0,0.0,cpp,1811254146.0
67,VitVelloreCoder,VitVelloreCoder,,,20,1761403693,US,1220,1761403399.0,0.0,cpp,1811264655.0,1761403693.0,0.0,cpp,1811273848.0,1761402770.0,0.0,cpp,1811247267.0,1761403035.0,0.0,cpp,1811253634.0
68,草莓奶昔🍓,981377660lmt,,南极洲,20,1761403703,CN,1264,1761403324.0,0.0,python3,673499602.0,1761403703.0,0.0,python3,673501287.0,1761402725.0,0.0,python3,673496954.0,1761402943.0,0.0,python3,673497870.0
69,invertedwinger,invertedwinger,IN,India,20,1761403704,US,1220,1761402849.0,0.0,cpp,1811248746.0,1761403704.0,0.0,cpp,1811274203.0,1761403322.0,0.0,cpp,1811262231.0,1761403043.0,0.0,cpp,1811253840.0
70,chunk1,chunk1,,,20,1761403721,US,1220,1761403566.0,0.0,cpp,1811269878.0,1761403498.0,0.0,cpp,1811267742.0,1761403721.0,0.0,cpp,1811274716.0,1761403665.0,0.0,cpp,1811272985.0
71,Agnibha Chakraborty,zanj0,US,United States,20,1761403721,US,1220,1761403221.0,0.0,cpp,1811259068.0,1761403721.0,0.0,cpp,1811274737.0,1761402886.0,0.0,cpp,1811249605.0,1761403406.0,0.0,cpp,1811264882.0
72,EE23B179,EE23B179,,,20,1761403731,US,1220,1761403731.0,0.0,cpp,1811275048.0,1761403323.0,0.0,cpp,1811262272.0,1761403100.0,0.0,cpp,1811255483.0,1761403163.0,0.0,cpp,1811257298.0
73,Nandini Saagar,Snandini_,IN,India,20,1761403745,US,1220,1761403198.0,0.0,cpp,1811258353.0,1761403745.0,0.0,cpp,1811275469.0,1761402772.0,0.0,cpp,1811247309.0,1761402964.0,0.0,cpp,1811251618.0
74,Caelith,pinker-6,,,20,1761403747,CN,1264,1761403445.0,0.0,cpp,673500142.0,1761403747.0,0.0,cpp,673501476.0,1761402836.0,0.0,cpp,673497415.0,1761403014.0,0.0,cpp,673498241.0
75,h_z_q,quiz2ical-nash7ll,,,20,1761403750,CN,1264,1761403242.0,0.0,cpp,673499238.0,1761403750.0,0.0,cpp,673501485.0,1761402740.0,0.0,cpp,673497022.0,1761402907.0,0.0,cpp,673497717.0
76,涂汇康,tonghuikang,,新加坡,20,1761403756,CN,1264,1761403421.0,0.0,python3,673500037.0,1761403756.0,0.0,python3,673501517.0,1761402897.0,0.0,python3,673497677.0,1761403164.0,0.0,python3,673498899.0
77,cache_clear,cache_clear,US,United States,20,1761403758,US,1220,1761403314.0,1.0,python3,1811262002.0,1761403458.0,0.0,python3,1811266437.0,1761402749.0,0.0,python3,1811246904.0,1761402910.0,0.0,python3,1811250219.0
78,Sunny Nguyen,sunnynguyenai,US,United States,20,1761403759,US,1220,1761403320.0,0.0,cpp,1811262182.0,1761403759.0,0.0,cpp,1811275916.0,1761403109.0,0.0,cpp,1811255729.0,1761403149.0,0.0,cpp,1811256903.0
79,Yanqing Wu,pwyq,CA,Canada,20,1761403765,US,1220,1761403502.0,0.0,cpp,1811267848.0,1761403765.0,0.0,cpp,1811276121.0,1761402831.0,0.0,cpp,1811248412.0,1761403017.0,0.0,cpp,1811253091.0
80,sfiisf,gracious-pasteur9cp,,,20,1761403766,CN,1264,1761403602.0,0.0,cpp,673500842.0,1761403766.0,0.0,cpp,673501573.0,1761402774.0,0.0,cpp,673497168.0,1761403091.0,0.0,cpp,673498583.0
81,FatalError,fatalerror-i,,中国,20,1761403768,CN,1264,1761403288.0,0.0,python3,673499453.0,1761403468.0,0.0,python3,673500242.0,1761402760.0,1.0,python3,673497109.0,1761402994.0,0.0,python3,673498136.0
82,Joydip_123,Joydip_123,,,20,1761403785,US,1220,1761403771.0,0.0,cpp,1811276338.0,1761403785.0,0.0,cpp,1811276774.0,1761403750.0,0.0,cpp,1811275657.0,1761403758.0,0.0,cpp,1811275882.0
83,Abdullah Elkhteeb,abdullahElkhteeb2002,EG,Egypt,20,1761403788,US,1220,1761403423.0,0.0,cpp,1811265395.0,1761403788.0,0.0,cpp,1811276866.0,1761402862.0,0.0,cpp,1811249044.0,1761403030.0,0.0,cpp,1811253461.0
84,Han3000,han90,,,20,1761403798,CN,1264,1761403301.0,1.0,python3,673499502.0,1761403498.0,0.0,python3,673500381.0,1761402699.0,0.0,python3,673496864.0,1761402977.0,0.0,python3,673498044.0
85,HSB1107,HSB1107,,,20,1761403815,US,1220,1761403383.0,0.0,cpp,1811264152.0,1761403815.0,0.0,cpp,1811277691.0,1761402796.0,0.0,cpp,1811247742.0,1761402999.0,0.0,cpp,1811252591.0
86,itish123,itish123,IN,India,20,1761403817,US,1220,1761403218.0,0.0,cpp,1811258987.0,1761403517.0,1.0,cpp,1811268300.0,1761402729.0,0.0,cpp,1811246612.0,1761402959.0,0.0,cpp,1811251503.0
87,Surya Pratap Singh,contest999,,,20,1761403822,US,1220,1761402929.0,0.0,cpp,1811250711.0,1761403675.0,0.0,cpp,1811273315.0,1761403822.0,0.0,cpp,1811277929.0,1761403151.0,0.0,cpp,1811256955.0
